RECHTSTRÄGER;QUARTAL;BEKANNTGABE;LEERMELDUNG;MEDIUM_MEDIENINHABER;EURO
VERBUND Management Service GmbH;20133;2;1;;
VERBUND Management Service GmbH;20133;4;1;;
VERBUND Mobile Power Region GmbH;20133;2;1;;
VERBUND Mobile Power Region GmbH;20133;4;1;;
VERBUND Renewable Power GmbH;20133;2;1;;
VERBUND Renewable Power GmbH;20133;4;1;;
VERBUND Sales GmbH;20133;2;0;BWK Energie-Fachmagazin;9180
VERBUND Sales GmbH;20133;2;0;ORF eins;7622,44
VERBUND Sales GmbH;20133;2;0;ORF 2;6621,86
VERBUND Sales GmbH;20133;2;0;Pro Sieben Austria;5199,03
VERBUND Sales GmbH;20133;2;0;www.google.at;8835,34
VERBUND Sales GmbH;20133;4;1;;
VERBUND Thermal Power GmbH;20133;2;1;;
VERBUND Thermal Power GmbH;20133;4;1;;
VERBUND Thermal Power GmbH & Co KG;20133;2;1;;
VERBUND Thermal Power GmbH & Co KG;20133;4;1;;
VERBUND Tourismus GmbH;20133;2;0;ORF 2;7050
VERBUND Tourismus GmbH;20133;2;0;Woche Kärnten;10136,87
VERBUND Tourismus GmbH;20133;4;1;;
VERBUND Trading AG;20133;2;1;;
VERBUND Trading AG;20133;4;1;;
VERBUND Umwelttechnik GmbH;20133;2;1;;
VERBUND Umwelttechnik GmbH;20133;4;1;;
VERBUND Wind Power Austria GmbH;20133;2;1;;
VERBUND Wind Power Austria GmbH;20133;4;1;;
VERBUND-Finanzierungsservice GmbH;20133;2;1;;
VERBUND-Finanzierungsservice GmbH;20133;4;1;;
VERBUND-Telekom Service GmbH;20133;2;1;;
VERBUND-Telekom Service GmbH;20133;4;1;;
"Verein ""Gesundheitsland Kärnten""";20133;2;1;;
"Verein ""Gesundheitsland Kärnten""";20133;4;1;;
Verein Institut für Arbeitsforschung und Arbeitspolitik an der Johannes Kepler Universität Linz;20133;2;1;;
Verein Institut für Arbeitsforschung und Arbeitspolitik an der Johannes Kepler Universität Linz;20133;4;1;;
Verein Lokale Agenda 21 Wien zur Förderung von Bürgerbeteiligungsprozessen;20133;2;1;;
Verein Lokale Agenda 21 Wien zur Förderung von Bürgerbeteiligungsprozessen;20133;4;1;;
Verein NEUSTART Bewährungshilfe,Konfliktregelung, Soziale Arbeit;20133;2;1;;
Verein NEUSTART Bewährungshilfe,Konfliktregelung, Soziale Arbeit;20133;4;1;;
Verein Niederösterreich - Wien, gemeinsame Entwicklungsräume;20133;2;1;;
Verein Niederösterreich - Wien, gemeinsame Entwicklungsräume;20133;4;1;;
Verein Österreichisches Institut für Menschenrechte;20133;2;1;;
Verein Österreichisches Institut für Menschenrechte;20133;4;1;;
Verein Schulungszentrum Fohnsdorf;20133;2;1;;
Verein Schulungszentrum Fohnsdorf;20133;4;1;;
Verein Theater der Jugend;20133;2;0;Infoscreen;5410,69
Verein Theater der Jugend;20133;4;1;;
Verein zur Erhaltung und Erneuerung der Infrastruktur der Freistadt Eisenstadt;20133;2;1;;
Verein zur Erhaltung und Erneuerung der Infrastruktur der Freistadt Eisenstadt;20133;4;1;;
Verein zur Erhaltung und Erneuerung der Infrastruktur der Freistadt Eisenstadt und Co KG;20133;2;1;;
Verein zur Erhaltung und Erneuerung der Infrastruktur der Freistadt Eisenstadt und Co KG;20133;4;1;;
Verein zur Förderung der Infrastruktur der Stadtgemeinde Braunau am Inn & Co KG;20133;2;1;;
Verein zur Förderung der Infrastruktur der Stadtgemeinde Braunau am Inn & Co KG;20133;4;1;;
Verein zur Förderung der Infrastruktur der Stadtgemeinde Gmunden;20133;2;1;;
Verein zur Förderung der Infrastruktur der Stadtgemeinde Gmunden;20133;4;1;;
Verein zur Förderung der Infrastruktur der Stadtgemeinde Ried i.I.;20133;2;1;;
Verein zur Förderung der Infrastruktur der Stadtgemeinde Ried i.I.;20133;4;1;;
Verein zur Förderung der Infrastruktur der Stadtgemeinde Ried im Innkreis & Co KG;20133;2;1;;
Verein zur Förderung der Infrastruktur der Stadtgemeinde Ried im Innkreis & Co KG;20133;4;1;;
Verein zur Förderung der Infrastruktur der Stadtgemeinde Vöcklabruck;20133;2;1;;
Verein zur Förderung der Infrastruktur der Stadtgemeinde Vöcklabruck;20133;4;1;;
Verein zur Förderung der Infrastruktur der Stadtgemeinde Vöcklabruck & Co KG;20133;2;1;;
Verein zur Förderung der Infrastruktur der Stadtgemeinde Vöcklabruck & Co KG;20133;4;1;;
Verein zur Förderung der Infrastrukturder Stadtgemeinde Gmunden & Co KG;20133;2;1;;
Verein zur Förderung der Infrastrukturder Stadtgemeinde Gmunden & Co KG;20133;4;1;;
Verein zur Führung der Mensa an der Johannes Kepler Universität Linz;20133;2;1;;
Verein zur Führung der Mensa an der Johannes Kepler Universität Linz;20133;4;1;;
Vereinigte Altösterreichische Militärstiftungen;20133;2;1;;
Vereinigte Altösterreichische Militärstiftungen;20133;4;1;;
Vereinigte Bühnen Wien Ges.m.b.H.;20133;2;0;Kurier;5754,04
Vereinigte Bühnen Wien Ges.m.b.H.;20133;2;0;ORF eins;5600
Vereinigte Bühnen Wien Ges.m.b.H.;20133;2;0;Theatermagazin;19477,5
Vereinigte Bühnen Wien Ges.m.b.H.;20133;2;0;Ticket;5250
Vereinigte Bühnen Wien Ges.m.b.H.;20133;2;0;Wien-Programm;7770
Vereinigte Bühnen Wien Ges.m.b.H.;20133;2;0;Woman;12369
Vereinigte Bühnen Wien Ges.m.b.H.;20133;4;1;;
Vereinigte Telekom Österreich Beteiligungs Ges.m.b.H.;20133;2;1;;
Vereinigte Telekom Österreich Beteiligungs Ges.m.b.H.;20133;4;1;;
Vereinigte Wiener Fürsorgestiftung ;20133;2;1;;
Vereinigte Wiener Fürsorgestiftung ;20133;4;1;;
Vereinigte Wiener Wohlfahrtsstiftung;20133;2;1;;
Vereinigte Wiener Wohlfahrtsstiftung;20133;4;1;;
Verfassungsgerichtshof;20133;2;1;;
Verfassungsgerichtshof;20133;4;1;;
Verkehrsplanungs und -organisations GmbH;20133;2;1;;
Verkehrsplanungs und -organisations GmbH;20133;4;1;;
Verkehrsverbund Kärnten GesmbH;20133;2;1;;
Verkehrsverbund Kärnten GesmbH;20133;4;1;;
Verkehrsverbund Ost-Region (VOR) Gesellschaft m.b.H.;20133;2;1;;
Verkehrsverbund Ost-Region (VOR) Gesellschaft m.b.H.;20133;4;1;;
Verkehrsverbund Tirol GesmbH.;20133;2;0;Bezirksblätter Tirol;28718,26
Verkehrsverbund Tirol GesmbH.;20133;2;0;Kronen Zeitung;14481,6
Verkehrsverbund Tirol GesmbH.;20133;2;0;Radio Tirol;8091,23
Verkehrsverbund Tirol GesmbH.;20133;2;0;Tiroler Tageszeitung;29896,31
Verkehrsverbund Tirol GesmbH.;20133;4;1;;
Verkehrsverbund Vorarlberg Gesellschaft mbH;20133;2;1;;
Verkehrsverbund Vorarlberg Gesellschaft mbH;20133;4;1;;
Verlagshaus der Ärzte - Gesellschaft für Medienproduktion und Kommunikationsberatung GmbH;20133;2;1;;
Verlagshaus der Ärzte - Gesellschaft für Medienproduktion und Kommunikationsberatung GmbH;20133;4;1;;
Versicherungsanstalt des österreichischen Notariates;20133;2;1;;
Versicherungsanstalt des österreichischen Notariates;20133;4;1;;
Versicherungsanstalt für Eisenbahnen und Bergbau;20133;2;1;;
Versicherungsanstalt für Eisenbahnen und Bergbau;20133;4;1;;
Versicherungsanstalt öffentlich Bediensteter;20133;2;1;;
Versicherungsanstalt öffentlich Bediensteter;20133;4;1;;
Versuchsanstalt für Hochspannungstechnik Graz GmbH;20133;2;1;;
Versuchsanstalt für Hochspannungstechnik Graz GmbH;20133;4;1;;
VertretungsNetz - Sachwalterschaft, Patientenanwaltschaft, Bewohnervertretung;20133;2;1;;
VertretungsNetz - Sachwalterschaft, Patientenanwaltschaft, Bewohnervertretung;20133;4;1;;
Verwaltungsgemeinschaft der Marktgemeinde St. Marein im Mürztal und der Marktgemeinde St. Lorenzen im Mürztal zu gemeinsamen Wasserversorgung;20133;2;1;;
Verwaltungsgemeinschaft der Marktgemeinde St. Marein im Mürztal und der Marktgemeinde St. Lorenzen im Mürztal zu gemeinsamen Wasserversorgung;20133;4;1;;
Verwaltungsgemeinschaft Kainach;20133;2;1;;
Verwaltungsgemeinschaft Kainach;20133;4;1;;
Verwaltungsgemeinschaft Neudorf-Potzneusiedl;20133;2;1;;
Verwaltungsgemeinschaft Neudorf-Potzneusiedl;20133;4;1;;
Verwaltungsgemeinschaft St. Michael-Rauchwart;20133;2;1;;
Verwaltungsgemeinschaft St. Michael-Rauchwart;20133;4;1;;
Verwaltungsgemeinschaft Stanzertal;20133;2;1;;
Verwaltungsgemeinschaft Stanzertal;20133;4;1;;
Verwaltungsgemeinschaft Völkermarkt;20133;2;1;;
Verwaltungsgemeinschaft Völkermarkt;20133;4;1;;
Verwaltungsgerichtshof;20133;2;1;;
Verwaltungsgerichtshof;20133;4;1;;
VESCUM Grundstückvermietungs GmbH;20133;2;1;;
VESCUM Grundstückvermietungs GmbH;20133;4;1;;
VEST Veranstaltungsservice Traun GmbH;20133;2;1;;
VEST Veranstaltungsservice Traun GmbH;20133;4;1;;
Veterinärmedizinische Universität Wien;20133;2;1;;
Veterinärmedizinische Universität Wien;20133;4;1;;
VETWIDI Forschungsholding GmbH;20133;2;1;;
VETWIDI Forschungsholding GmbH;20133;4;1;;
VIA DOMINORUM Grundstückverwertungs Gesellschaft m.b.H.;20133;2;1;;
VIA DOMINORUM Grundstückverwertungs Gesellschaft m.b.H.;20133;4;1;;
via donau - Österreichische Wasserstraßen-Gesellschaft m.b.H.;20133;2;1;;
via donau - Österreichische Wasserstraßen-Gesellschaft m.b.H.;20133;4;1;;
VIA-Grundstückverwaltungs Gesellschaft m.b.H.;20133;2;1;;
VIA-Grundstückverwaltungs Gesellschaft m.b.H.;20133;4;1;;
VIE Auslands Projektentwicklung und Beteiligung GmbH;20133;2;1;;
VIE Auslands Projektentwicklung und Beteiligung GmbH;20133;4;1;;
VIE International Beteiligungsmanagement Gesellschaft m.b.H.;20133;2;1;;
VIE International Beteiligungsmanagement Gesellschaft m.b.H.;20133;4;1;;
VIE Liegenschafts- beteiligungsgesellschaft m.b.H.;20133;2;1;;
VIE Liegenschafts- beteiligungsgesellschaft m.b.H.;20133;4;1;;
VIE ÖBA GmbH;20133;2;1;;
VIE ÖBA GmbH;20133;4;1;;
VIE Office Park Errichtungs- und Betriebs- gesellschaft m.b.H.;20133;2;1;;
VIE Office Park Errichtungs- und Betriebs- gesellschaft m.b.H.;20133;4;1;;
VIE Office Park 3 BetriebsgmbH;20133;2;1;;
VIE Office Park 3 BetriebsgmbH;20133;4;1;;
VIE Shops Entwicklungs- und Betriebsges.m.b.H.;20133;2;1;;
VIE Shops Entwicklungs- und Betriebsges.m.b.H.;20133;4;1;;
Vienna Aircraft Handling Gesellschaft m.b.H.;20133;2;1;;
Vienna Aircraft Handling Gesellschaft m.b.H.;20133;4;1;;
Vienna Airport Business Park Immobilienbesitzgesellschaft m.b.H.;20133;2;1;;
Vienna Airport Business Park Immobilienbesitzgesellschaft m.b.H.;20133;4;1;;
Vienna Airport Infrastruktur Maintenance GmbH;20133;2;1;;
Vienna Airport Infrastruktur Maintenance GmbH;20133;4;1;;
Vienna Film Commission GmbH;20133;2;0;Viennale Katalog / Viennale Pocket Guide;7495,95
Vienna Film Commission GmbH;20133;4;1;;
Vienna International Airport Beteiligungsholding GmbH;20133;2;1;;
Vienna International Airport Beteiligungsholding GmbH;20133;4;1;;
Vienna International Airport Security Services Ges.m.b.H.;20133;2;1;;
Vienna International Airport Security Services Ges.m.b.H.;20133;4;1;;
VIENNA REGION Marketing GmbH;20133;2;1;;
VIENNA REGION Marketing GmbH;20133;4;1;;
VIENNA REGION Wirtschaft. Raum.Entwicklung.GmbH;20133;2;1;;
VIENNA REGION Wirtschaft. Raum.Entwicklung.GmbH;20133;4;1;;
Viktor Adam'sche Jubiläumsstiftung;20133;2;1;;
Viktor Adam'sche Jubiläumsstiftung;20133;4;1;;
Viktor-Frankl-Fonds;20133;2;1;;
Viktor-Frankl-Fonds;20133;4;1;;
Villacher Alpenstrassen- Fremdenverkehrsgesellschaft m.b.H.;20133;2;1;;
Villacher Alpenstrassen- Fremdenverkehrsgesellschaft m.b.H.;20133;4;1;;
Villacher Altstadtmärkte GmbH;20133;2;1;;
Villacher Altstadtmärkte GmbH;20133;4;1;;
Villacher Saubermacher GmbH;20133;2;1;;
Villacher Saubermacher GmbH;20133;4;1;;
Villacher Saubermacher GmbH & Co KG;20133;2;1;;
Villacher Saubermacher GmbH & Co KG;20133;4;1;;
Villacher Umweltfonds;20133;2;1;;
Villacher Umweltfonds;20133;4;1;;
Viminal Grundstückverwaltungs Gesellschaft m.b.H.;20133;2;1;;
Viminal Grundstückverwaltungs Gesellschaft m.b.H.;20133;4;1;;
VIRTUS Grundstückvermietungs Gesellschaft m.b.H.;20133;2;1;;
VIRTUS Grundstückvermietungs Gesellschaft m.b.H.;20133;4;1;;
VITALITAS Grundstückverwaltung GmbH;20133;2;1;;
VITALITAS Grundstückverwaltung GmbH;20133;4;1;;
VIV Villacher Immobilien Vermögensverwaltung GmbH;20133;2;1;;
VIV Villacher Immobilien Vermögensverwaltung GmbH;20133;4;1;;
VIV Villacher Immobilien Vermögensverwaltung GmbH & Co KG;20133;2;1;;
VIV Villacher Immobilien Vermögensverwaltung GmbH & Co KG;20133;4;1;;
VKW-Ökostrom GmbH;20133;2;1;;
VKW-Ökostrom GmbH;20133;4;1;;
VLH-Kärntner Landesholding Vermögensverwaltung GmbH;20133;2;1;;
VLH-Kärntner Landesholding Vermögensverwaltung GmbH;20133;4;1;;
VLH-Kärntner Landesholding Vermögensverwaltung GmbH & Co OG;20133;2;1;;
VLH-Kärntner Landesholding Vermögensverwaltung GmbH & Co OG;20133;4;1;;
Voigt-Hadrigan-Fonds;20133;2;1;;
Voigt-Hadrigan-Fonds;20133;4;1;;
Volksanwaltschaft;20133;2;1;;
Volksanwaltschaft;20133;4;1;;
Volkskultur Steiermark GmbH;20133;2;1;;
Volkskultur Steiermark GmbH;20133;4;1;;
Volksoper Wien GmbH;20133;2;0;Infoscreen;8541,79
Volksoper Wien GmbH;20133;2;0;Wien Live;6000
Volksoper Wien GmbH;20133;4;1;;
Volksschulgemeinde Achau-Hennersdorf;20133;2;1;;
Volksschulgemeinde Achau-Hennersdorf;20133;4;1;;
Volksschulgemeinde Aspang Markt;20133;2;1;;
Volksschulgemeinde Aspang Markt;20133;4;1;;
Volksschulgemeinde Bad Deutsch Altenburg;20133;2;1;;
Volksschulgemeinde Bad Deutsch Altenburg;20133;4;1;;
Volksschulgemeinde Droß Kommunal KG;20133;2;1;;
Volksschulgemeinde Droß Kommunal KG;20133;4;1;;
Volksschulgemeinde Droß-Stratzing;20133;2;1;;
Volksschulgemeinde Droß-Stratzing;20133;4;1;;
Volksschulgemeinde Edlitz;20133;2;1;;
Volksschulgemeinde Edlitz;20133;4;1;;
Volksschulgemeinde Eggenburg;20133;2;1;;
Volksschulgemeinde Eggenburg;20133;4;1;;
Volksschulgemeinde Enzenreith;20133;2;1;;
Volksschulgemeinde Enzenreith;20133;4;1;;
Volksschulgemeinde Ertl (Schulgemeindeverband);20133;2;1;;
Volksschulgemeinde Ertl (Schulgemeindeverband);20133;4;1;;
Volksschulgemeinde Felixdorf;20133;2;1;;
Volksschulgemeinde Felixdorf;20133;4;1;;
Volksschulgemeinde Gaubitsch;20133;2;1;;
Volksschulgemeinde Gaubitsch;20133;4;1;;
Volksschulgemeinde Gföhl;20133;2;1;;
Volksschulgemeinde Gföhl;20133;4;1;;
Volksschulgemeinde Gloggnitz;20133;2;1;;
Volksschulgemeinde Gloggnitz;20133;4;1;;
Volksschulgemeinde Gresten;20133;2;1;;
Volksschulgemeinde Gresten;20133;4;1;;
Volksschulgemeinde Großweikersdorf;20133;2;1;;
Volksschulgemeinde Großweikersdorf;20133;4;1;;
Volksschulgemeinde Grünbach am Schneeberg;20133;2;1;;
Volksschulgemeinde Grünbach am Schneeberg;20133;4;1;;
Volksschulgemeinde Haidershofen;20133;2;1;;
Volksschulgemeinde Haidershofen;20133;4;1;;
Volksschulgemeinde Haugsdorf;20133;2;1;;
Volksschulgemeinde Haugsdorf;20133;4;1;;
Volksschulgemeinde Hernstein-Grillenberg;20133;2;1;;
Volksschulgemeinde Hernstein-Grillenberg;20133;4;1;;
Volksschulgemeinde Höflein-Scharndorf;20133;2;1;;
Volksschulgemeinde Höflein-Scharndorf;20133;4;1;;
Volksschulgemeinde Kirchberg am Wagram;20133;2;1;;
Volksschulgemeinde Kirchberg am Wagram;20133;4;1;;
Volksschulgemeinde Kirchberg am Wechsel;20133;2;1;;
Volksschulgemeinde Kirchberg am Wechsel;20133;4;1;;
Volksschulgemeinde Königsbrunn am Wagram;20133;2;1;;
Volksschulgemeinde Königsbrunn am Wagram;20133;4;1;;
Volksschulgemeinde Krumbach;20133;2;1;;
Volksschulgemeinde Krumbach;20133;4;1;;
Volksschulgemeinde Lanzendorf;20133;2;1;;
Volksschulgemeinde Lanzendorf;20133;4;1;;
Volksschulgemeinde Leobersdorf;20133;2;1;;
Volksschulgemeinde Leobersdorf;20133;4;1;;
Volksschulgemeinde Lichtenegg;20133;2;1;;
Volksschulgemeinde Lichtenegg;20133;4;1;;
Volksschulgemeinde Loosdorf;20133;2;1;;
Volksschulgemeinde Loosdorf;20133;4;1;;
Volksschulgemeinde Maria Enzersdorf, Gießhübl und Brunn am Gebirge;20133;2;1;;
Volksschulgemeinde Maria Enzersdorf, Gießhübl und Brunn am Gebirge;20133;4;1;;
Volksschulgemeinde Markersdorf-Haindorf;20133;2;1;;
Volksschulgemeinde Markersdorf-Haindorf;20133;4;1;;
Volksschulgemeinde Markgrafneusiedl;20133;2;1;;
Volksschulgemeinde Markgrafneusiedl;20133;4;1;;
Volksschulgemeinde Neumarkt/Ybbs;20133;2;1;;
Volksschulgemeinde Neumarkt/Ybbs;20133;4;1;;
Volksschulgemeinde Neunkirchen;20133;2;1;;
Volksschulgemeinde Neunkirchen;20133;4;1;;
Volksschulgemeinde Oed;20133;2;1;;
Volksschulgemeinde Oed;20133;4;1;;
Volksschulgemeinde Orth an der Donau;20133;2;1;;
Volksschulgemeinde Orth an der Donau;20133;4;1;;
Volksschulgemeinde OTTENTHAL;20133;2;1;;
Volksschulgemeinde OTTENTHAL;20133;4;1;;
Volksschulgemeinde Otterthal;20133;2;1;;
Volksschulgemeinde Otterthal;20133;4;1;;
Volksschulgemeinde Perchtoldsdorf/Laab am Walde;20133;2;1;;
Volksschulgemeinde Perchtoldsdorf/Laab am Walde;20133;4;1;;
Volksschulgemeinde Pernitz;20133;2;1;;
Volksschulgemeinde Pernitz;20133;4;1;;
Volksschulgemeinde Persenbeug;20133;2;1;;
Volksschulgemeinde Persenbeug;20133;4;1;;
Volksschulgemeinde Petzenkirchen;20133;2;1;;
Volksschulgemeinde Petzenkirchen;20133;4;1;;
Volksschulgemeinde Pulkau;20133;2;1;;
Volksschulgemeinde Pulkau;20133;4;1;;
Volksschulgemeinde Purkersdorf;20133;2;1;;
Volksschulgemeinde Purkersdorf;20133;4;1;;
Volksschulgemeinde Retz;20133;2;1;;
Volksschulgemeinde Retz;20133;4;1;;
Volksschulgemeinde Rohrbach an der Gölsen;20133;2;1;;
Volksschulgemeinde Rohrbach an der Gölsen;20133;4;1;;
Volksschulgemeinde Ruprechtshofen;20133;2;1;;
Volksschulgemeinde Ruprechtshofen;20133;4;1;;
Volksschulgemeinde Rußbach;20133;2;1;;
Volksschulgemeinde Rußbach;20133;4;1;;
Volksschulgemeinde Scheiblingkirchen;20133;2;1;;
Volksschulgemeinde Scheiblingkirchen;20133;4;1;;
Volksschulgemeinde Schottwien;20133;2;1;;
Volksschulgemeinde Schottwien;20133;4;1;;
Volksschulgemeinde Schwadorf;20133;2;1;;
Volksschulgemeinde Schwadorf;20133;4;1;;
Volksschulgemeinde Spannberg;20133;2;1;;
Volksschulgemeinde Spannberg;20133;4;1;;
Volksschulgemeinde Spillern;20133;2;1;;
Volksschulgemeinde Spillern;20133;4;1;;
Volksschulgemeinde Steinakirchen;20133;2;1;;
Volksschulgemeinde Steinakirchen;20133;4;1;;
Volksschulgemeinde Teesdorf;20133;2;1;;
Volksschulgemeinde Teesdorf;20133;4;1;;
Volksschulgemeinde Trattenbach;20133;2;1;;
Volksschulgemeinde Trattenbach;20133;4;1;;
Volksschulgemeinde Tullnerbach;20133;2;1;;
Volksschulgemeinde Tullnerbach;20133;4;1;;
Volksschulgemeinde Waidhofen an der Thaya;20133;2;1;;
Volksschulgemeinde Waidhofen an der Thaya;20133;4;1;;
Volksschulgemeinde Waidhofen an der Thaya Liegenschaftsverwaltungs KG;20133;2;1;;
Volksschulgemeinde Waidhofen an der Thaya Liegenschaftsverwaltungs KG;20133;4;1;;
Volksschulgemeinde Weikendorf;20133;2;1;;
Volksschulgemeinde Weikendorf;20133;4;1;;
Volksschulgemeinde Weissenbach;20133;2;1;;
Volksschulgemeinde Weissenbach;20133;4;1;;
Volksschulgemeinde Wieselburg;20133;2;1;;
Volksschulgemeinde Wieselburg;20133;4;1;;
Volksschulgemeinde Wolfsthal-Berg;20133;2;1;;
Volksschulgemeinde Wolfsthal-Berg;20133;4;1;;
Volksschulgemeinde Zeiselmauer-Wolfpassing;20133;2;1;;
Volksschulgemeinde Zeiselmauer-Wolfpassing;20133;4;1;;
Volksschulgemeinde Ziersdorf;20133;2;1;;
Volksschulgemeinde Ziersdorf;20133;4;1;;
Volksschulverband Eggern-Eisgarn;20133;2;1;;
Volksschulverband Eggern-Eisgarn;20133;4;1;;
Volksschulverband Matrei am Brenner;20133;2;1;;
Volksschulverband Matrei am Brenner;20133;4;1;;
Volkstheater - Privatstiftung;20133;2;1;;
Volkstheater - Privatstiftung;20133;4;1;;
Volkstheater Gesellschaft m.b.H.;20133;2;0;infoscreen Wien;5500
Volkstheater Gesellschaft m.b.H.;20133;4;1;;
VOLUNTAS Grundstückvermietungs Gesellschaft m.b.H.;20133;2;1;;
VOLUNTAS Grundstückvermietungs Gesellschaft m.b.H.;20133;4;1;;
Vorarlberg Tourismus GmbH;20133;2;0;ALPS;6500
Vorarlberg Tourismus GmbH;20133;2;0;Erlebnis Vorarlberg;8000
Vorarlberg Tourismus GmbH;20133;4;1;;
Vorarlberger Bergführerverband;20133;2;1;;
Vorarlberger Bergführerverband;20133;4;1;;
Vorarlberger Bodenseeschifffahrt Gesellschaft mbH;20133;2;1;;
Vorarlberger Bodenseeschifffahrt Gesellschaft mbH;20133;4;1;;
Vorarlberger Elektroautomobil Planungs- und Beratungs GmbH;20133;2;1;;
Vorarlberger Elektroautomobil Planungs- und Beratungs GmbH;20133;4;1;;
Vorarlberger Energienetze GmbH;20133;2;1;;
Vorarlberger Energienetze GmbH;20133;4;1;;
Vorarlberger Gebietskrankenkasse;20133;2;0;Vorarlberger Nachrichten;9012,6
Vorarlberger Gebietskrankenkasse;20133;4;1;;
Vorarlberger gemeinnützige Wohnungsbau- und Siedlungsgesellschaft mbH.;20133;2;1;;
Vorarlberger gemeinnützige Wohnungsbau- und Siedlungsgesellschaft mbH.;20133;4;1;;
Vorarlberger Illwerke Aktiengesellschaft;20133;2;1;;
Vorarlberger Illwerke Aktiengesellschaft;20133;4;1;;
Vorarlberger Informatik- und Telekommunikationsdienstleist. mbH;20133;2;1;;
Vorarlberger Informatik- und Telekommunikationsdienstleist. mbH;20133;4;1;;
Vorarlberger Kraftwerke Aktiengesellschaft;20133;2;0;Neue Vorarlberger Tageszeitung;10664,59
Vorarlberger Kraftwerke Aktiengesellschaft;20133;2;0;ORF 2;8221,05
Vorarlberger Kraftwerke Aktiengesellschaft;20133;2;0;Vorarlberger Nachrichten;73827,8
Vorarlberger Kraftwerke Aktiengesellschaft;20133;2;0;www.vol.at;13202,04
Vorarlberger Kraftwerke Aktiengesellschaft;20133;4;1;;
Vorarlberger Krankenhaus- Betriebsgesellschaft mit beschränkter Haftung;20133;2;1;;
Vorarlberger Krankenhaus- Betriebsgesellschaft mit beschränkter Haftung;20133;4;1;;
Vorarlberger Kulturhäuser- Betriebsgesellschaft mbH;20133;2;1;;
Vorarlberger Kulturhäuser- Betriebsgesellschaft mbH;20133;4;1;;
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20133;2;0;Der Standard;7160
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20133;2;0;FORMAT;13500
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20133;2;0;Kleine Zeitung;19287,26
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20133;2;0;Kurier;13608
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20133;2;0;OÖ Nachrichten;19025,4
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20133;2;0;ORF Radio Steiermark;10716,66
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20133;2;0;ORF Radio Vorarlberg;10440
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20133;2;0;ORF 2;7979
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20133;2;0;Salzburger Nachrichten;20331,68
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20133;2;0;Vorarlberger Nachrichten;60464,74
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20133;2;0;Vorarlberger Wirtschaft;6000
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20133;2;0;Wann & Wo;8500
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20133;2;0;Weekend Magazin;9074,25
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20133;2;0;www.google.at;9382,06
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20133;2;0;www.vol.at;10219
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20133;4;1;;
Vorarlberger Landesbank-Holding;20133;2;1;;
Vorarlberger Landesbank-Holding;20133;4;1;;
Vorarlberger Landesgesundheitsfonds;20133;2;1;;
Vorarlberger Landesgesundheitsfonds;20133;4;1;;
Vorarlberger Landeskonservatorium GmbH;20133;2;1;;
Vorarlberger Landeskonservatorium GmbH;20133;4;1;;
Vorarlberger Landeskriegsopferfonds;20133;2;1;;
Vorarlberger Landeskriegsopferfonds;20133;4;1;;
Vorarlberger Rechtsanwaltskammer;20133;2;0;Vorarlberger Nachrichten;8149,68
Vorarlberger Rechtsanwaltskammer;20133;4;1;;
Vorarlberger Skilehrerverband;20133;2;1;;
Vorarlberger Skilehrerverband;20133;4;1;;
Vorarlberger Sparkassen Beteiligungs GmbH;20133;2;1;;
Vorarlberger Sparkassen Beteiligungs GmbH;20133;4;1;;
Vorarlberger Übertragungsnetz GmbH;20133;2;1;;
Vorarlberger Übertragungsnetz GmbH;20133;4;1;;
v-start Kompetenzzentrum für Unternehmensgründung GmbH;20133;2;1;;
v-start Kompetenzzentrum für Unternehmensgründung GmbH;20133;4;1;;
VWG Vorarlberger Wiederverwertungsgesellschaft m.b.H.;20133;2;1;;
VWG Vorarlberger Wiederverwertungsgesellschaft m.b.H.;20133;4;1;;
WA Business & Service Center GmbH;20133;2;1;;
WA Business & Service Center GmbH;20133;4;1;;
Wachau Kultur Melk GmbH;20133;2;1;;
Wachau Kultur Melk GmbH;20133;4;1;;
waff Arbeitsintegrations GmbH;20133;2;1;;
waff Arbeitsintegrations GmbH;20133;4;1;;
waff Programm Management GmbH;20133;2;1;;
waff Programm Management GmbH;20133;4;1;;
Wals-Siezenheim Immobilien GmbH;20133;2;1;;
Wals-Siezenheim Immobilien GmbH;20133;4;1;;
Wärme Oberösterreich GmbH;20133;2;1;;
